time,actual_load,hourly_direct_radiation,hourly_relative_humidity_2m,hourly_temperature_2m,dow,tt,actual_load_lag
2023-12-01T16:00:00Z,9.086476384753796,0,98.36451162073858,0.7474724024277687,Fri,Fri_16:00,9.058470422638056
2023-12-01T16:15:00Z,9.090655529030203,0,98.36451162073858,0.7474724024277687,Fri,Fri_16:15,9.061376218836225
2023-12-01T16:30:00Z,9.090880931938855,0,98.36451162073858,0.7474724024277687,Fri,Fri_16:30,9.05998249038762
2023-12-01T16:45:00Z,9.089979015305,0,98.36451162073858,0.7474724024277687,Fri,Fri_16:45,9.058470422638056
2023-12-01T17:00:00Z,9.086023537468803,0,98.75013952994225,0.6751056216325405,Fri,Fri_17:00,9.053920452704881
2023-12-01T17:15:00Z,9.079092085366229,0,98.75013952994225,0.6751056216325405,Fri,Fri_17:15,9.04735074348172
2023-12-01T17:30:00Z,9.073603848402712,0,98.75013952994225,0.6751056216325405,Fri,Fri_17:30,9.041329829241901
2023-12-01T17:45:00Z,9.065430200180375,0,98.75013952994225,0.6751056216325405,Fri,Fri_17:45,9.031931152002144
2023-12-01T18:00:00Z,9.054504940418054,0,97.9708592982509,0.8234940114832181,Fri,Fri_18:00,9.0217190130337
2023-12-01T18:15:00Z,9.041566627727496,0,97.9708592982509,0.8234940114832181,Fri,Fri_18:15,9.008224187854049
2023-12-01T18:30:00Z,9.028458718410613,0,97.9708592982509,0.8234940114832181,Fri,Fri_18:30,8.995536944936974
2023-12-01T18:45:00Z,9.014568767457824,0,97.9708592982509,0.8234940114832181,Fri,Fri_18:45,8.981304494957135
2023-12-01T19:00:00Z,8.997518369733845,0,97.93247484704129,0.8159404527794678,Fri,Fri_19:00,8.96341629199657
2023-12-01T19:15:00Z,8.981430225767635,0,97.93247484704129,0.8159404527794678,Fri,Fri_19:15,8.945462952177666
2023-12-01T19:30:00Z,8.965206802770357,0,97.93247484704129,0.8159404527794678,Fri,Fri_19:30,8.931287626222456
2023-12-01T19:45:00Z,8.94832604627298,0,97.93247484704129,0.8159404527794678,Fri,Fri_19:45,8.910990494656719
2023-12-01T20:00:00Z,8.927844826211702,0,97.49761986556899,0.8693733786306181,Fri,Fri_20:00,8.89521858376562
2023-12-01T20:15:00Z,8.911934336161426,0,97.49761986556899,0.8693733786306181,Fri,Fri_20:15,8.878776071707552
2023-12-01T20:30:00Z,8.89370997756851,0,97.49761986556899,0.8693733786306181,Fri,Fri_20:30,8.859505484519133
2023-12-01T20:45:00Z,8.879472402074802,0,97.49761986556899,0.8693733786306181,Fri,Fri_20:45,8.842026529498812
2023-12-01T21:00:00Z,8.898638793680181,0,97.68838848770513,0.8309576140012924,Fri,Fri_21:00,8.876544550558378
2023-12-01T21:15:00Z,8.886823846515187,0,97.68838848770513,0.8309576140012924,Fri,Fri_21:15,8.866158492284917
2023-12-01T21:30:00Z,8.867286523989415,0,97.68838848770513,0.8309576140012924,Fri,Fri_21:30,8.845777255188445
2023-12-01T21:45:00Z,8.850374303939237,0,97.68838848770513,0.8309576140012924,Fri,Fri_21:45,8.826147399143558
2023-12-01T22:00:00Z,8.838986793496787,0,97.50310705310318,0.7681795545036981,Fri,Fri_22:00,8.814181823188319
2023-12-01T22:15:00Z,8.81818627792769,0,97.50310705310318,0.7681795545036981,Fri,Fri_22:15,8.791181936736017
2023-12-01T22:30:00Z,8.801770448914539,0,97.50310705310318,0.7681795545036981,Fri,Fri_22:30,8.771835409789817
2023-12-01T22:45:00Z,8.787678239039497,0,97.50310705310318,0.7681795545036981,Fri,Fri_22:45,8.75573753930647
2023-12-01T23:00:00Z,8.774622220696997,0,97.49280193248534,0.7410409545280918,Fri,Fri_23:00,8.739696537843024
2023-12-01T23:15:00Z,8.760766624241956,0,97.49280193248534,0.7410409545280918,Fri,Fri_23:15,8.723068501163928
2023-12-01T23:30:00Z,8.744488113852924,0,97.49280193248534,0.7410409545280918,Fri,Fri_23:30,8.707152175339404
2023-12-01T23:45:00Z,8.729397122692061,0,97.49280193248534,0.7410409545280918,Fri,Fri_23:45,8.691482576512929
2023-12-02T00:00:00Z,8.734077192559303,0,96.88378527521387,0.7034364730744781,Sat,Sat_00:00,8.69265796074698
2023-12-02T00:15:00Z,8.720950028930258,0,96.88378527521387,0.7034364730744781,Sat,Sat_00:15,8.680671660408713
2023-12-02T00:30:00Z,8.710454688248527,0,96.88378527521387,0.7034364730744781,Sat,Sat_00:30,8.669399124305569
2023-12-02T00:45:00Z,8.70251025718999,0,96.88378527521387,0.7034364730744781,Sat,Sat_00:45,8.65834547117212
2023-12-02T01:00:00Z,8.713417653379183,0,94.70595161168005,0.478202609707929,Sat,Sat_01:00,8.668368019213355
2023-12-02T01:15:00Z,8.706655856361559,0,94.70595161168005,0.478202609707929,Sat,Sat_01:15,8.65834547117212
2023-12-02T01:30:00Z,8.699514748210191,0,94.70595161168005,0.478202609707929,Sat,Sat_01:30,8.648221453822641
2023-12-02T01:45:00Z,8.691482576512929,0,94.70595161168005,0.478202609707929,Sat,Sat_01:45,8.639056779173078
2023-12-02T02:00:00Z,8.687273461787838,0,96.40733027584817,0.4018591993480099,Sat,Sat_02:00,8.63497622707262
2023-12-02T02:15:00Z,8.684231891345675,0,96.40733027584817,0.4018591993480099,Sat,Sat_02:15,8.630521876723241
2023-12-02T02:30:00Z,8.683385366280309,0,96.40733027584817,0.4018591993480099,Sat,Sat_02:30,8.626406276389554
2023-12-02T02:45:00Z,8.682029433869172,0,96.40733027584817,0.4018591993480099,Sat,Sat_02:45,8.625329850020815
2023-12-02T03:00:00Z,8.686260632531775,0,95.76459332919318,0.3434642497552766,Sat,Sat_03:00,8.630521876723241
2023-12-02T03:15:00Z,8.687610843707368,0,95.76459332919318,0.3434642497552766,Sat,Sat_03:15,8.633018756921828
2023-12-02T03:30:00Z,8.691146498539675,0,95.76459332919318,0.3434642497552766,Sat,Sat_03:30,8.637107288081575
2023-12-02T03:45:00Z,8.698347400458186,0,95.76459332919318,0.3434642497552766,Sat,Sat_03:45,8.646113971483077
2023-12-02T04:00:00Z,8.711278615130434,0,94.46762957762182,0.3122594834054603,Sat,Sat_04:00,8.662677858158219
2023-12-02T04:15:00Z,8.722091302389098,0,94.46762957762182,0.3122594834054603,Sat,Sat_04:15,8.677950570294351
2023-12-02T04:30:00Z,8.735846677457582,0,94.46762957762182,0.3122594834054603,Sat,Sat_04:30,8.695339376799712
2023-12-02T04:45:00Z,8.74973246437081,0,94.46762957762182,0.3122594834054603,Sat,Sat_04:45,8.712430973476739
2023-12-02T05:00:00Z,8.765302488748196,0,93.7045159473026,0.12262408554155267,Sat,Sat_05:00,8.714239143608575
2023-12-02T05:15:00Z,8.781708985836179,0,93.7045159473026,0.12262408554155267,Sat,Sat_05:15,8.733432966413652
2023-12-02T05:30:00Z,8.799360083179907,0,93.7045159473026,0.12262408554155267,Sat,Sat_05:30,8.75115798136203
2023-12-02T05:45:00Z,8.81877816903701,0,93.7045159473026,0.12262408554155267,Sat,Sat_05:45,8.769817872052617
2023-12-02T06:00:00Z,8.831857935197906,0,93.64174686944438,0.011093373052915108,Sat,Sat_06:00,8.789812386190972
2023-12-02T06:15:00Z,8.848939995030118,0,93.64174686944438,0.011093373052915108,Sat,Sat_06:15,8.804625232612809
2023-12-02T06:30:00Z,8.863615758890619,0,93.64174686944438,0.011093373052915108,Sat,Sat_06:30,8.819665349340653
2023-12-02T06:45:00Z,8.877660933593667,0,93.64174686944438,0.011093373052915108,Sat,Sat_06:45,8.833754223418396
2023-12-02T07:00:00Z,8.8963143241848,0,91.94005856588034,-0.03296593652112801,Sat,Sat_07:00,8.850087606689566
2023-12-02T07:15:00Z,8.90734159541251,0,91.94005856588034,-0.03296593652112801,Sat,Sat_07:15,8.862766742283796
2023-12-02T07:30:00Z,8.919854372191667,0,91.94005856588034,-0.03296593652112801,Sat,Sat_07:30,8.876963340262272
2023-12-02T07:45:00Z,8.930494185292178,0,91.94005856588034,-0.03296593652112801,Sat,Sat_07:45,8.888342869109282
2023-12-02T08:00:00Z,8.941937914256359,0,91.34398874953564,0.022393882979374006,Sat,Sat_08:00,8.897545598709327
2023-12-02T08:15:00Z,8.945723572455398,0,91.34398874953564,0.022393882979374006,Sat,Sat_08:15,8.90231952852887
2023-12-02T08:30:00Z,8.950532836290382,0,91.34398874953564,0.022393882979374006,Sat,Sat_08:30,8.906122330884303
2023-12-02T08:45:00Z,8.953381472167242,0,91.34398874953564,0.022393882979374006,Sat,Sat_08:45,8.907070776182689
2023-12-02T09:00:00Z,8.961750799330497,0,90.8518033000011,-0.11612015546274138,Sat,Sat_09:00,8.907883013942248
2023-12-02T09:15:00Z,8.967759126769497,0,90.8518033000011,-0.11612015546274138,Sat,Sat_09:15,8.908694592507015
2023-12-02T09:30:00Z,8.973604867142505,0,90.8518033000011,-0.11612015546274138,Sat,Sat_09:30,8.911125383710678
2023-12-02T09:45:00Z,8.976262255609193,0,90.8518033000011,-0.11612015546274138,Sat,Sat_09:45,8.913953858894255
2023-12-02T10:00:00Z,8.975124239427704,0.10115352906783516,89.1471772664573,-0.07788231116802198,Sat,Sat_10:00,8.916103530553727
2023-12-02T10:15:00Z,8.979164648964709,0.10115352906783516,89.1471772664573,-0.07788231116802198,Sat,Sat_10:15,8.922258219503062
2023-12-02T10:30:00Z,8.979164648964709,0.10115352906783516,89.1471772664573,-0.07788231116802198,Sat,Sat_10:30,8.92252495730139
2023-12-02T10:45:00Z,8.975503722070927,0.10115352906783516,89.1471772664573,-0.07788231116802198,Sat,Sat_10:45,8.915700818956903
2023-12-02T11:00:00Z,8.977398978181862,0.04611774754463998,90.80226309353523,-0.1973396873480853,Sat,Sat_11:00,8.912742634737025
2023-12-02T11:15:00Z,8.968396191198256,0.04611774754463998,90.80226309353523,-0.1973396873480853,Sat,Sat_11:15,8.899321434159964
2023-12-02T11:30:00Z,8.95686647085414,0.04611774754463998,90.80226309353523,-0.1973396873480853,Sat,Sat_11:30,8.887928819003305
2023-12-02T11:45:00Z,8.952993499320474,0.04611774754463998,90.80226309353523,-0.1973396873480853,Sat,Sat_11:45,8.87905466204227
2023-12-02T12:00:00Z,8.951958168569265,0,91.8697449109577,-0.3284331442762319,Sat,Sat_12:00,8.8865474125120425
2023-12-02T12:15:00Z,8.948066103458935,0,91.8697449109577,-0.3284331442762319,Sat,Sat_12:15,8.881419551507804
2023-12-02T12:30:00Z,8.93958096672031,0,91.8697449109577,-0.3284331442762319,Sat,Sat_12:30,8.877521453852872
2023-12-02T12:45:00Z,8.935113740791747,0,91.8697449109577,-0.3284331442762319,Sat,Sat_12:45,8.871365005136852
2023-12-02T13:00:00Z,8.931551966694522,2.1242241104245383,90.00206333069242,0.044171667436105455,Sat,Sat_13:00,8.858226439365012
2023-12-02T13:15:00Z,8.929832503272403,2.1242241104245383,90.00206333069242,0.044171667436105455,Sat,Sat_13:15,8.855663430700124
2023-12-02T13:30:00Z,8.932344569113823,2.1242241104245383,90.00206333069242,0.044171667436105455,Sat,Sat_13:30,8.854664928370534
2023-12-02T13:45:00Z,8.930626469173578,2.1242241104245383,90.00206333069242,0.044171667436105455,Sat,Sat_13:45,8.851520271691061
2023-12-02T14:00:00Z,8.934455109403913,6.967528053643803,89.69025086732232,-0.37332564943019014,Sat,Sat_14:00,8.85352256068954
2023-12-02T14:15:00Z,8.935245415029874,6.967528053643803,89.69025086732232,-0.37332564943019014,Sat,Sat_14:15,8.855805992536562
2023-12-02T14:30:00Z,8.938794081433805,6.967528053643803,89.69025086732232,-0.37332564943019014,Sat,Sat_14:30,8.85879510585745
2023-12-02T14:45:00Z,8.94389780251682,6.967528053643803,89.69025086732232,-0.37332564943019014,Sat,Sat_14:45,8.862908295118627
2023-12-02T15:00:00Z,8.950143756459262,2.7586605544921654,87.96768636814308,-0.7319845613657406,Sat,Sat_15:00,8.869398159883518
2023-12-02T15:15:00Z,8.959311617172437,2.7586605544921654,87.96768636814308,-0.7319845613657406,Sat,Sat_15:15,8.877242435993919
2023-12-02T15:30:00Z,8.971067438732089,2.7586605544921654,87.96768636814308,-0.7319845613657406,Sat,Sat_15:30,8.889308319842847
2023-12-02T15:45:00Z,8.97941663334301,2.7586605544921654,87.96768636814308,-0.7319845613657406,Sat,Sat_15:45,8.899457906353966
2023-12-02T16:00:00Z,8.984443032465352,0,88.26361286268612,-1.0373407986949017,Sat,Sat_16:00,8.908424139496578
2023-12-02T16:15:00Z,8.988071438072634,0,88.26361286268612,-1.0373407986949017,Sat,Sat_16:15,8.914894908906568
2023-12-02T16:30:00Z,8.98669669562029,0,88.26361286268612,-1.0373407986949017,Sat,Sat_16:30,8.918382504661613
2023-12-02T16:45:00Z,8.9850695596458,0,88.26361286268612,-1.0373407986949017,Sat,Sat_16:45,8.922124823918258
2023-12-02T17:00:00Z,8.984693690443855,0,86.96083096589669,-1.224925691787182,Sat,Sat_17:00,8.926118971153382
2023-12-02T17:15:00Z,8.974618038455112,0,86.96083096589669,-1.224925691787182,Sat,Sat_17:15,8.92052268739398
2023-12-02T17:30:00Z,8.966228514225776,0,86.96083096589669,-1.224925691787182,Sat,Sat_17:30,8.914357274485015
2023-12-02T17:45:00Z,8.958797346140274,0,86.96083096589669,-1.224925691787182,Sat,Sat_17:45,8.906257878156621
2023-12-02T18:00:00Z,8.952087643548404,0,85.54987063992958,-1.3438840802364445,Sat,Sat_18:00,8.898911905794401
2023-12-02T18:15:00Z,8.943506132037239,0,85.54987063992958,-1.3438840802364445,Sat,Sat_18:15,8.889446165318288
2023-12-02T18:30:00Z,8.934191535338075,0,85.54987063992958,-1.3438840802364445,Sat,Sat_18:30,8.878218658092228
2023-12-02T18:45:00Z,8.9242570208881,0,85.54987063992958,-1.3438840802364445,Sat,Sat_18:45,8.867850063029406
2023-12-02T19:00:00Z,8.914491710191342,0,82.37232040478187,-1.258160483372959,Sat,Sat_19:00,8.85922139360813
2023-12-02T19:15:00Z,8.901230352110781,0,82.37232040478187,-1.258160483372959,Sat,Sat_19:15,8.846496938558838
2023-12-02T19:30:00Z,8.890548245606167,0,82.37232040478187,-1.258160483372959,Sat,Sat_19:30,8.833754223418396
2023-12-02T19:45:00Z,8.87640491500694,0,82.37232040478187,-1.258160483372959,Sat,Sat_19:45,8.817297783866575
2023-12-02T20:00:00Z,8.86120833720818,0,81.24794916322226,-1.5978268626504644,Sat,Sat_20:00,8.803424211600703
2023-12-02T20:15:00Z,8.848365694942547,0,81.24794916322226,-1.5978268626504644,Sat,Sat_20:15,8.78813593986372
2023-12-02T20:30:00Z,8.834336974017637,0,81.24794916322226,-1.5978268626504644,Sat,Sat_20:30,8.774003600200931
2023-12-02T20:45:00Z,8.825412915085566,0,81.24794916322226,-1.5978268626504644,Sat,Sat_20:45,8.765458531504226
2023-12-02T21:00:00Z,8.855235623206967,0,80.92815037990239,-1.8446602756070207,Sat,Sat_21:00,8.796187635470453
2023-12-02T21:15:00Z,8.846640813100485,0,80.92815037990239,-1.8446602756070207,Sat,Sat_21:15,8.785845337961213
2023-12-02T21:30:00Z,8.826441041782578,0,80.92815037990239,-1.8446602756070207,Sat,Sat_21:30,8.765302488748196
2023-12-02T21:45:00Z,8.80941494391005,0,80.92815037990239,-1.8446602756070207,Sat,Sat_21:45,8.751474487140904
2023-12-02T22:00:00Z,8.798001694924846,0,80.36958991651969,-2.155276014165129,Sat,Sat_22:00,8.738414897167749
2023-12-02T22:15:00Z,8.77971129020447,0,80.36958991651969,-2.155276014165129,Sat,Sat_22:15,8.718500048121273
2023-12-02T22:30:00Z,8.762333040602343,0,80.36958991651969,-2.155276014165129,Sat,Sat_22:30,8.700181192753353
2023-12-02T22:45:00Z,8.749890955535259,0,80.36958991651969,-2.155276014165129,Sat,Sat_22:45,8.683554728631462
2023-12-02T23:00:00Z,8.751790892775563,0,79.18950070822149,-2.2676536917508363,Sat,Sat_23:00,8.688453800850768
2023-12-02T23:15:00Z,8.736168065858228,0,79.18950070822149,-2.2676536917508363,Sat,Sat_23:15,8.670257567143075
2023-12-02T23:30:00Z,8.719807451477955,0,79.18950070822149,-2.2676536917508363,Sat,Sat_23:30,8.651024539049757
2023-12-02T23:45:00Z,8.702842538302868,0,79.18950070822149,-2.2676536917508363,Sat,Sat_23:45,8.634442751466477
2023-12-03T00:00:00Z,8.707648248106914,0,78.69408361591714,-2.371936221274044,Sun,Sun_00:00,8.641179171197228
2023-12-03T00:15:00Z,8.692490133273228,0,78.69408361591714,-2.371936221274044,Sun,Sun_00:15,8.626944055375356
2023-12-03T00:30:00Z,8.682368589375221,0,78.69408361591714,-2.371936221274044,Sun,Sun_00:30,8.613956859848546
2023-12-03T00:45:00Z,8.67368398817567,0,78.69408361591714,-2.371936221274044,Sun,Sun_00:45,8.60666819784384
2023-12-03T01:00:00Z,8.68609172787805,0,81.96661101778052,-2.2943799051720615,Sun,Sun_01:00,8.620291149419804
2023-12-03T01:15:00Z,8.677780256064185,0,81.96661101778052,-2.2943799051720615,Sun,Sun_01:15,8.6110477668878609
2023-12-03T01:30:00Z,8.670429167315095,0,81.96661101778052,-2.2943799051720615,Sun,Sun_01:30,8.600982717145921
2023-12-03T01:45:00Z,8.664578178329295,0,81.96661101778052,-2.2943799051720615,Sun,Sun_01:45,8.591558273371545
2023-12-03T02:00:00Z,8.661293535389994,0,82.80568310609554,-2.627287897887497,Sun,Sun_02:00,8.593413217327646
2023-12-03T02:15:00Z,8.657650544111494,0,82.80568310609554,-2.627287897887497,Sun,Sun_02:15,8.58839695042257
2023-12-03T02:30:00Z,8.655214489313613,0,82.80568310609554,-2.627287897887497,Sun,Sun_02:30,8.585972706811063
2023-12-03T02:45:00Z,8.653470809708786,0,82.80568310609554,-2.627287897887497,Sun,Sun_02:45,8.583916823459145
2023-12-03T03:00:00Z,8.655214489313613,0,82.858141821134,-3.0320511373306642,Sun,Sun_03:00,8.586346050104554
2023-12-03T03:15:00Z,8.656607247198915,0,82.858141821134,-3.0320511373306642,Sun,Sun_03:15,8.585972706811063
2023-12-03T03:30:00Z,8.660600654710967,0,82.858141821134,-3.0320511373306642,Sun,Sun_03:30,8.590815331286851
2023-12-03T03:45:00Z,8.666130304190608,0,82.858141821134,-3.0320511373306642,Sun,Sun_03:45,8.596743470174246
